prompt,prompt_template,gene_misspelled,gene,chr_name,start,end,igscreen_link_gene,igscreen_link_region
chr1:15409888-15430339 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,1,15409888,15430339,,https://igscreen.wenglab.org/region/chr1:15409888-15430339/browser
chr12:56237807-56258384 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,12,56237807,56258384,,https://igscreen.wenglab.org/region/chr12:56237807-56258384/browser
chr5:140855883-141012347 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,5,140855883,141012347,,https://igscreen.wenglab.org/region/chr5:140855883-141012347/browser
chr19:9810267-9827816 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,19,9810267,9827816,,https://igscreen.wenglab.org/region/chr19:9810267-9827816/browser
chr19:11965037-11980617 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,19,11965037,11980617,,https://igscreen.wenglab.org/region/chr19:11965037-11980617/browser
chr2:227325151-227357833 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,2,227325151,227357833,,https://igscreen.wenglab.org/region/chr2:227325151-227357833/browser
chr15:43614208-43632283 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,15,43614208,43632283,,https://igscreen.wenglab.org/region/chr15:43614208-43632283/browser
chr6:149749444-149811420 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,6,149749444,149811420,,https://igscreen.wenglab.org/region/chr6:149749444-149811420/browser
chrX:154348524-154374634 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,X,154348524,154374634,,https://igscreen.wenglab.org/region/chrX:154348524-154374634/browser
chr1:91949343-92014426 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,1,91949343,92014426,,https://igscreen.wenglab.org/region/chr1:91949343-92014426/browser
chr6:133987581-134052624 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,6,133987581,134052624,,https://igscreen.wenglab.org/region/chr6:133987581-134052624/browser
chr17:44353215-44363853 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,17,44353215,44363853,,https://igscreen.wenglab.org/region/chr17:44353215-44363853/browser
chr6:143857318-143938471 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,6,143857318,143938471,,https://igscreen.wenglab.org/region/chr6:143857318-143938471/browser
chr6:98868535-98948006 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,6,98868535,98948006,,https://igscreen.wenglab.org/region/chr6:98868535-98948006/browser
chr11:85647967-85656547 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,11,85647967,85656547,,https://igscreen.wenglab.org/region/chr11:85647967-85656547/browser
chr14:104579764-104590515 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,14,104579764,104590515,,https://igscreen.wenglab.org/region/chr14:104579764-104590515/browser
chr1:196225779-196609225 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,1,196225779,196609225,,https://igscreen.wenglab.org/region/chr1:196225779-196609225/browser
chr10:100969504-100985871 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,10,100969504,100985871,,https://igscreen.wenglab.org/region/chr10:100969504-100985871/browser
chr14:24606480-24609699 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,14,24606480,24609699,,https://igscreen.wenglab.org/region/chr14:24606480-24609699/browser
chr1:110519837-110631474 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,1,110519837,110631474,,https://igscreen.wenglab.org/region/chr1:110519837-110631474/browser
chr2:227683763-227718028 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,2,227683763,227718028,,https://igscreen.wenglab.org/region/chr2:227683763-227718028/browser
chr3:49412212-49416476 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,3,49412212,49416476,,https://igscreen.wenglab.org/region/chr3:49412212-49416476/browser
chr19:35268962-35279821 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,19,35268962,35279821,,https://igscreen.wenglab.org/region/chr19:35268962-35279821/browser
chr17:40818117-40822614 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,17,40818117,40822614,,https://igscreen.wenglab.org/region/chr17:40818117-40822614/browser
chr1:162069691-162370475 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,1,162069691,162370475,,https://igscreen.wenglab.org/region/chr1:162069691-162370475/browser
chr6:31530219-31542448 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,6,31530219,31542448,,https://igscreen.wenglab.org/region/chr6:31530219-31542448/browser
chr13:49699320-49792682 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,13,49699320,49792682,,https://igscreen.wenglab.org/region/chr13:49699320-49792682/browser
chr5:161288429-161549044 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,5,161288429,161549044,,https://igscreen.wenglab.org/region/chr5:161288429-161549044/browser
chr11:31369840-31432835 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,11,31369840,31432835,,https://igscreen.wenglab.org/region/chr11:31369840-31432835/browser
chr11:44065925-44084237 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,11,44065925,44084237,,https://igscreen.wenglab.org/region/chr11:44065925-44084237/browser
chr17:40766238-40772201 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,17,40766238,40772201,,https://igscreen.wenglab.org/region/chr17:40766238-40772201/browser
chr17:41101502-41102209 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,17,41101502,41102209,,https://igscreen.wenglab.org/region/chr17:41101502-41102209/browser
chrY:9527880-9530682 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,Y,9527880,9530682,,https://igscreen.wenglab.org/region/chrY:9527880-9530682/browser
chr21:41464300-41531116 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,21,41464300,41531116,,https://igscreen.wenglab.org/region/chr21:41464300-41531116/browser
chr14:55559072-55701526 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,14,55559072,55701526,,https://igscreen.wenglab.org/region/chr14:55559072-55701526/browser
chr11:103050686-103092194 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,11,103050686,103092194,,https://igscreen.wenglab.org/region/chr11:103050686-103092194/browser
chr13:21140119-21149097 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,13,21140119,21149097,,https://igscreen.wenglab.org/region/chr13:21140119-21149097/browser
chr18:11851413-11854444 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,18,11851413,11854444,,https://igscreen.wenglab.org/region/chr18:11851413-11854444/browser
chr15:41621134-41773081 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,15,41621134,41773081,,https://igscreen.wenglab.org/region/chr15:41621134-41773081/browser
chr19:22752183-22784151 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,19,22752183,22784151,,https://igscreen.wenglab.org/region/chr19:22752183-22784151/browser
chr1:228100726-228105411 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,1,228100726,228105411,,https://igscreen.wenglab.org/region/chr1:228100726-228105411/browser
chrX:108084207-108091549 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,X,108084207,108091549,,https://igscreen.wenglab.org/region/chrX:108084207-108091549/browser
chr4:155342658-155376970 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,4,155342658,155376970,,https://igscreen.wenglab.org/region/chr4:155342658-155376970/browser
chr12:75490863-75511636 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,12,75490863,75511636,,https://igscreen.wenglab.org/region/chr12:75490863-75511636/browser
chr12:119989236-120094494 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,12,119989236,120094494,,https://igscreen.wenglab.org/region/chr12:119989236-120094494/browser
chr2:189746660-189763227 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,2,189746660,189763227,,https://igscreen.wenglab.org/region/chr2:189746660-189763227/browser
chr1:59987269-60073770 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,1,59987269,60073770,,https://igscreen.wenglab.org/region/chr1:59987269-60073770/browser
chr8:124973295-124979389 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,8,124973295,124979389,,https://igscreen.wenglab.org/region/chr8:124973295-124979389/browser
chr6:43076307-43161719 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,6,43076307,43161719,,https://igscreen.wenglab.org/region/chr6:43076307-43161719/browser
chr1:179839967-179877803 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,1,179839967,179877803,,https://igscreen.wenglab.org/region/chr1:179839967-179877803/browser
chrX:38006553-38128819 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,X,38006553,38128819,,https://igscreen.wenglab.org/region/chrX:38006553-38128819/browser
chr11:94706431-94876748 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,11,94706431,94876748,,https://igscreen.wenglab.org/region/chr11:94706431-94876748/browser
chr14:103084210-103090027 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,14,103084210,103090027,,https://igscreen.wenglab.org/region/chr14:103084210-103090027/browser
chr5:69350984-69370013 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,5,69350984,69370013,,https://igscreen.wenglab.org/region/chr5:69350984-69370013/browser
chr16:20610243-20797581 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,16,20610243,20797581,,https://igscreen.wenglab.org/region/chr16:20610243-20797581/browser
chr7:76531313-76543297 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,7,76531313,76543297,,https://igscreen.wenglab.org/region/chr7:76531313-76543297/browser
chr12:112570380-112898881 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,12,112570380,112898881,,https://igscreen.wenglab.org/region/chr12:112570380-112898881/browser
chr7:75769533-75789896 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,7,75769533,75789896,,https://igscreen.wenglab.org/region/chr7:75769533-75789896/browser
chr14:21351476-21384019 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,14,21351476,21384019,,https://igscreen.wenglab.org/region/chr14:21351476-21384019/browser
chr3:53846568-53865794 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,3,53846568,53865794,,https://igscreen.wenglab.org/region/chr3:53846568-53865794/browser
chr3:149129638-149173732 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,3,149129638,149173732,,https://igscreen.wenglab.org/region/chr3:149129638-149173732/browser
chr3:28574791-30010391 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,3,28574791,30010391,,https://igscreen.wenglab.org/region/chr3:28574791-30010391/browser
chr8:123768439-123815452 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,8,123768439,123815452,,https://igscreen.wenglab.org/region/chr8:123768439-123815452/browser
chr6:33291654-33298942 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,6,33291654,33298942,,https://igscreen.wenglab.org/region/chr6:33291654-33298942/browser
chr16:30064164-30070457 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,16,30064164,30070457,,https://igscreen.wenglab.org/region/chr16:30064164-30070457/browser
chr5:140698680-140706686 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,5,140698680,140706686,,https://igscreen.wenglab.org/region/chr5:140698680-140706686/browser
chr16:77722492-77742260 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,16,77722492,77742260,,https://igscreen.wenglab.org/region/chr16:77722492-77742260/browser
chr8:28767661-28890242 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,8,28767661,28890242,,https://igscreen.wenglab.org/region/chr8:28767661-28890242/browser
chrY:276322-303356 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,Y,276322,303356,,https://igscreen.wenglab.org/region/chrY:276322-303356/browser
chr17:7921859-7929856 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,17,7921859,7929856,,https://igscreen.wenglab.org/region/chr17:7921859-7929856/browser
chr6:25833066-25882286 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,6,25833066,25882286,,https://igscreen.wenglab.org/region/chr6:25833066-25882286/browser
chr22:46762617-47175699 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,22,46762617,47175699,,https://igscreen.wenglab.org/region/chr22:46762617-47175699/browser
chr6:42173364-42181338 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,6,42173364,42181338,,https://igscreen.wenglab.org/region/chr6:42173364-42181338/browser
chr9:70384604-70414657 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,9,70384604,70414657,,https://igscreen.wenglab.org/region/chr9:70384604-70414657/browser
chr22:32387582-32412248 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,22,32387582,32412248,,https://igscreen.wenglab.org/region/chr22:32387582-32412248/browser
chr1:111117163-111140203 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,1,111117163,111140203,,https://igscreen.wenglab.org/region/chr1:111117163-111140203/browser
chr12:116710171-116738070 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,12,116710171,116738070,,https://igscreen.wenglab.org/region/chr12:116710171-116738070/browser
chr10:102152176-102163871 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,10,102152176,102163871,,https://igscreen.wenglab.org/region/chr10:102152176-102163871/browser
chr8:104590733-105804539 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,8,104590733,105804539,,https://igscreen.wenglab.org/region/chr8:104590733-105804539/browser
chr19:46229742-46231243 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,19,46229742,46231243,,https://igscreen.wenglab.org/region/chr19:46229742-46231243/browser
chr3:63819299-63848636 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,3,63819299,63848636,,https://igscreen.wenglab.org/region/chr3:63819299-63848636/browser
chr15:58138169-58185911 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,15,58138169,58185911,,https://igscreen.wenglab.org/region/chr15:58138169-58185911/browser
chr6:142147162-142224685 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,6,142147162,142224685,,https://igscreen.wenglab.org/region/chr6:142147162-142224685/browser
chr6:17281361-17293871 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,6,17281361,17293871,,https://igscreen.wenglab.org/region/chr6:17281361-17293871/browser
chr11:93329971-93438487 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,11,93329971,93438487,,https://igscreen.wenglab.org/region/chr11:93329971-93438487/browser
chr19:32345594-32387667 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,19,32345594,32387667,,https://igscreen.wenglab.org/region/chr19:32345594-32387667/browser
chr10:59246130-59363181 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,10,59246130,59363181,,https://igscreen.wenglab.org/region/chr10:59246130-59363181/browser
chr3:52455118-52493068 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,3,52455118,52493068,,https://igscreen.wenglab.org/region/chr3:52455118-52493068/browser
chr4:122888697-122922968 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,4,122888697,122922968,,https://igscreen.wenglab.org/region/chr4:122888697-122922968/browser
chr19:55132698-55149206 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,19,55132698,55149206,,https://igscreen.wenglab.org/region/chr19:55132698-55149206/browser
chrX:13770939-13938638 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,X,13770939,13938638,,https://igscreen.wenglab.org/region/chrX:13770939-13938638/browser
chr1:144887265-145095528 — any regulatory stuff there?,chr{chr}:{start}-{end} — any regulatory stuff there?,False,,1,144887265,145095528,,https://igscreen.wenglab.org/region/chr1:144887265-145095528/browser
Are there any elemnts in chr10:13643706-14462142?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,10,13643706,14462142,,https://igscreen.wenglab.org/region/chr10:13643706-14462142/browser
Are there any elemnts in chr9:128729786-128772414?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,9,128729786,128772414,,https://igscreen.wenglab.org/region/chr9:128729786-128772414/browser
Are there any elemnts in chr4:128269237-128288829?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,4,128269237,128288829,,https://igscreen.wenglab.org/region/chr4:128269237-128288829/browser
Are there any elemnts in chr1:111680630-111755824?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,1,111680630,111755824,,https://igscreen.wenglab.org/region/chr1:111680630-111755824/browser
Are there any elemnts in chr7:90245174-90311063?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,7,90245174,90311063,,https://igscreen.wenglab.org/region/chr7:90245174-90311063/browser
Are there any elemnts in chr6:7881522-8064364?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,6,7881522,8064364,,https://igscreen.wenglab.org/region/chr6:7881522-8064364/browser
Are there any elemnts in chr1:59296638-59810647?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,1,59296638,59810647,,https://igscreen.wenglab.org/region/chr1:59296638-59810647/browser
Are there any elemnts in chr17:38705273-38729795?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,17,38705273,38729795,,https://igscreen.wenglab.org/region/chr17:38705273-38729795/browser
Are there any elemnts in chrX:154617609-154619282?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,X,154617609,154619282,,https://igscreen.wenglab.org/region/chrX:154617609-154619282/browser
Are there any elemnts in chr17:35854946-35868891?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,17,35854946,35868891,,https://igscreen.wenglab.org/region/chr17:35854946-35868891/browser
Are there any elemnts in chr7:74774011-74789315?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,7,74774011,74789315,,https://igscreen.wenglab.org/region/chr7:74774011-74789315/browser
Are there any elemnts in chrX:1268793-1325373?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,X,1268793,1325373,,https://igscreen.wenglab.org/region/chrX:1268793-1325373/browser
Are there any elemnts in chr20:13714322-13784919?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,20,13714322,13784919,,https://igscreen.wenglab.org/region/chr20:13714322-13784919/browser
Are there any elemnts in chr17:81637171-81648754?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,17,81637171,81648754,,https://igscreen.wenglab.org/region/chr17:81637171-81648754/browser
Are there any elemnts in chr2:101007228-101252866?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,2,101007228,101252866,,https://igscreen.wenglab.org/region/chr2:101007228-101252866/browser
Are there any elemnts in chr13:49308650-49444064?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,13,49308650,49444064,,https://igscreen.wenglab.org/region/chr13:49308650-49444064/browser
Are there any elemnts in chr14:94048287-94081202?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,14,94048287,94081202,,https://igscreen.wenglab.org/region/chr14:94048287-94081202/browser
Are there any elemnts in chr17:6393693-6435199?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,17,6393693,6435199,,https://igscreen.wenglab.org/region/chr17:6393693-6435199/browser
Are there any elemnts in chr4:2937933-2963406?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,4,2937933,2963406,,https://igscreen.wenglab.org/region/chr4:2937933-2963406/browser
Are there any elemnts in chr3:65353525-66038918?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,3,65353525,66038918,,https://igscreen.wenglab.org/region/chr3:65353525-66038918/browser
Are there any elemnts in chr16:28846600-28874212?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,16,28846600,28874212,,https://igscreen.wenglab.org/region/chr16:28846600-28874212/browser
Are there any elemnts in chr11:31509755-31790324?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,11,31509755,31790324,,https://igscreen.wenglab.org/region/chr11:31509755-31790324/browser
Are there any elemnts in chr1:148808140-149048286?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,1,148808140,149048286,,https://igscreen.wenglab.org/region/chr1:148808140-149048286/browser
Are there any elemnts in chr8:91209494-91398155?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,8,91209494,91398155,,https://igscreen.wenglab.org/region/chr8:91209494-91398155/browser
Are there any elemnts in chr11:75562056-75572783?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,11,75562056,75572783,,https://igscreen.wenglab.org/region/chr11:75562056-75572783/browser
Are there any elemnts in chr1:32205671-32208682?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,1,32205671,32208682,,https://igscreen.wenglab.org/region/chr1:32205671-32208682/browser
Are there any elemnts in chr21:41739369-41767089?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,21,41739369,41767089,,https://igscreen.wenglab.org/region/chr21:41739369-41767089/browser
Are there any elemnts in chr18:32937402-33441101?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,18,32937402,33441101,,https://igscreen.wenglab.org/region/chr18:32937402-33441101/browser
Are there any elemnts in chr11:72002864-72080693?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,11,72002864,72080693,,https://igscreen.wenglab.org/region/chr11:72002864-72080693/browser
Are there any elemnts in chr3:48241100-48299253?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,3,48241100,48299253,,https://igscreen.wenglab.org/region/chr3:48241100-48299253/browser
Are there any elemnts in chr7:44379119-44490658?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,7,44379119,44490658,,https://igscreen.wenglab.org/region/chr7:44379119-44490658/browser
Are there any elemnts in chr4:3441968-3449486?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,4,3441968,3449486,,https://igscreen.wenglab.org/region/chr4:3441968-3449486/browser
Are there any elemnts in chr1:149886918-149887411?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,1,149886918,149887411,,https://igscreen.wenglab.org/region/chr1:149886918-149887411/browser
Are there any elemnts in chr16:31201486-31203450?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,16,31201486,31203450,,https://igscreen.wenglab.org/region/chr16:31201486-31203450/browser
Are there any elemnts in chr9:128191655-128255248?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,9,128191655,128255248,,https://igscreen.wenglab.org/region/chr9:128191655-128255248/browser
Are there any elemnts in chr4:143513702-143557486?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,4,143513702,143557486,,https://igscreen.wenglab.org/region/chr4:143513702-143557486/browser
Are there any elemnts in chr1:203305491-203309602?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,1,203305491,203309602,,https://igscreen.wenglab.org/region/chr1:203305491-203309602/browser
Are there any elemnts in chr12:1565993-1594581?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,12,1565993,1594581,,https://igscreen.wenglab.org/region/chr12:1565993-1594581/browser
Are there any elemnts in chr3:14947583-15053600?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,3,14947583,15053600,,https://igscreen.wenglab.org/region/chr3:14947583-15053600/browser
Are there any elemnts in chr17:30248203-30292056?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,17,30248203,30292056,,https://igscreen.wenglab.org/region/chr17:30248203-30292056/browser
Are there any elemnts in chr9:109498325-110172512?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,9,109498325,110172512,,https://igscreen.wenglab.org/region/chr9:109498325-110172512/browser
Are there any elemnts in chr1:52726453-52827336?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,1,52726453,52827336,,https://igscreen.wenglab.org/region/chr1:52726453-52827336/browser
Are there any elemnts in chr20:37694030-37872129?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,20,37694030,37872129,,https://igscreen.wenglab.org/region/chr20:37694030-37872129/browser
Are there any elemnts in chr17:35092221-35121522?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,17,35092221,35121522,,https://igscreen.wenglab.org/region/chr17:35092221-35121522/browser
Are there any elemnts in chr21:17593653-17612945?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,21,17593653,17612945,,https://igscreen.wenglab.org/region/chr21:17593653-17612945/browser
Are there any elemnts in chr17:81939645-81947233?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,17,81939645,81947233,,https://igscreen.wenglab.org/region/chr17:81939645-81947233/browser
Are there any elemnts in chr4:113900284-113979727?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,4,113900284,113979727,,https://igscreen.wenglab.org/region/chr4:113900284-113979727/browser
Are there any elemnts in chr4:681829-689271?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,4,681829,689271,,https://igscreen.wenglab.org/region/chr4:681829-689271/browser
Are there any elemnts in chr14:22985894-23010166?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,14,22985894,23010166,,https://igscreen.wenglab.org/region/chr14:22985894-23010166/browser
Are there any elemnts in chr16:2253116-2268397?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,16,2253116,2268397,,https://igscreen.wenglab.org/region/chr16:2253116-2268397/browser
Are there any elemnts in chr17:82023305-82031151?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,17,82023305,82031151,,https://igscreen.wenglab.org/region/chr17:82023305-82031151/browser
Are there any elemnts in chr20:38926312-38953106?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,20,38926312,38953106,,https://igscreen.wenglab.org/region/chr20:38926312-38953106/browser
Are there any elemnts in chr19:107104-117102?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,19,107104,117102,,https://igscreen.wenglab.org/region/chr19:107104-117102/browser
Are there any elemnts in chr1:207088860-207099993?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,1,207088860,207099993,,https://igscreen.wenglab.org/region/chr1:207088860-207099993/browser
Are there any elemnts in chr17:58345206-58417595?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,17,58345206,58417595,,https://igscreen.wenglab.org/region/chr17:58345206-58417595/browser
Are there any elemnts in chr20:38210503-38260772?,Are there any elemnts in chr{chr}:{start}-{end}?,False,,20,38210503,38260772,,https://igscreen.wenglab.org/region/chr20:38210503-38260772/browser
